Date, Bike Price ,Number of Bikes Sold
4/26/2018, $5.58 ,375824000
4/25/2018, $5.50 ,588492000
4/24/2018, $5.62 ,414596000
4/23/2018, $5.74 ,427508000
4/20/2018, $5.72 ,386200000
4/19/2018, $5.79 ,471996000
4/18/2018, $5.89 ,391364000
4/17/2018, $5.84 ,447224000
4/16/2018, $5.79 ,350792000
4/13/2018, $5.93 ,503036000
4/12/2018, $5.75 ,593920000
4/11/2018, $5.68 ,460244000
4/10/2018, $5.62 ,761676000
4/9/2018, $5.42 ,499524000
4/6/2018, $5.43 ,662988000
4/5/2018, $5.72 ,701240000
4/4/2018, $5.38 ,789168000
4/3/2018, $5.70 ,667432000
4/2/2018, $5.72 ,922092000
3/29/2018, $5.60 ,916628000
3/28/2018, $5.60 ,945904000
3/27/2018, $6.19 ,1409000000
3/26/2018, $5.95 ,611424000
3/23/2018, $6.06 ,735620000
3/22/2018, $6.15 ,551196000
3/21/2018, $6.23 ,438688000
3/20/2018, $6.03 ,554696000
3/19/2018, $6.20 ,713772000
3/16/2018, $6.25 ,399456000
3/15/2018, $6.23 ,401952000
3/14/2018, $6.24 ,505496000
3/13/2018, $6.29 ,619772000
3/12/2018, $6.18 ,605060000
3/9/2018, $6.08 ,505524000
3/8/2018, $6.07 ,411912000
3/7/2018, $5.95 ,581208000
3/6/2018, $5.98 ,636808000
3/5/2018, $5.86 ,620776000
3/2/2018, $5.70 ,913428000
3/1/2018, $6.05 ,1040120000
2/28/2018, $6.16 ,523116000
2/27/2018, $6.14 ,455436000
2/26/2018, $6.20 ,469312000
2/23/2018, $6.11 ,415300000
2/22/2018, $6.07 ,534364000
2/21/2018, $6.29 ,892292000
2/20/2018, $6.12 ,686240000
2/16/2018, $6.14 ,637656000
2/15/2018, $6.12 ,698900000
2/14/2018, $5.78 ,744988000
2/13/2018, $5.66 ,625524000
2/12/2018, $5.88 ,1093172000
2/9/2018, $5.96 ,1674604000
2/8/2018, $5.85 ,1144000000
2/7/2018, $5.74 ,802932000
2/6/2018, $5.11 ,1114800000
2/5/2018, $5.68 ,1165204000
2/2/2018, $5.93 ,718464000
2/1/2018, $5.96 ,519224000
1/31/2018, $6.14 ,478576000
1/30/2018, $6.03 ,570832000
1/29/2018, $6.07 ,455116000
1/26/2018, $5.95 ,516356000
1/25/2018, $5.95 ,409884000
1/24/2018, $5.98 ,579972000
1/23/2018, $5.90 ,475228000
1/22/2018, $5.76 ,550944000
1/19/2018, $5.70 ,609380000
1/18/2018, $5.60 ,408632000
1/17/2018, $5.52 ,538408000
1/16/2018, $5.60 ,702348000
1/12/2018, $5.59 ,359916000
1/11/2018, $5.63 ,406032000
1/10/2018, $5.46 ,582664000
1/9/2018, $5.56 ,497000000
1/8/2018, $5.51 ,881216000
1/5/2018, $5.35 ,580124000
1/4/2018, $5.39 ,583268000
1/3/2018, $5.10 ,914704000
1/2/2018, $4.89 ,355616000
12/29/2017, $4.96 ,279964000
12/28/2017, $4.95 ,240248000
12/27/2017, $4.92 ,329488000
12/26/2017, $4.83 ,355080000
12/22/2017, $4.86 ,466276000
12/21/2017, $4.92 ,300904000
12/20/2017, $4.94 ,288820000
12/19/2017, $4.94 ,373100000
12/18/2017, $4.83 ,477704000
12/15/2017, $4.71 ,670036000
12/14/2017, $4.65 ,438164000
12/13/2017, $4.81 ,554280000
12/12/2017, $4.82 ,455016000
12/11/2017, $4.80 ,372748000
12/8/2017, $4.85 ,466876000
12/7/2017, $4.80 ,542600000
12/6/2017, $4.64 ,467032000
12/5/2017, $4.56 ,981488000
12/4/2017, $5.00 ,1240844000
12/1/2017, $4.98 ,811548000
11/30/2017, $4.98 ,823768000
11/29/2017, $5.25 ,1396788000
11/28/2017, $5.36 ,512752000
11/27/2017, $5.43 ,422896000
11/24/2017, $5.39 ,180752000
11/22/2017, $5.43 ,356640000
11/21/2017, $5.39 ,399176000
11/20/2017, $5.30 ,396100000
11/17/2017, $5.35 ,515664000
11/16/2017, $5.32 ,441768000
11/15/2017, $5.30 ,501948000
11/14/2017, $5.33 ,529292000
11/13/2017, $5.40 ,582376000
11/10/2017, $5.33 ,1253256000
11/9/2017, $5.13 ,978564000
11/8/2017, $5.30 ,522988000
11/7/2017, $5.26 ,427700000
11/6/2017, $5.18 ,389944000
11/3/2017, $5.18 ,353640000
11/2/2017, $5.15 ,342308000
11/1/2017, $5.23 ,502576000
10/31/2017, $5.13 ,411908000
10/30/2017, $5.05 ,504056000
10/27/2017, $4.95 ,572192000
10/26/2017, $4.87 ,322744000
10/25/2017, $4.93 ,828160000
10/24/2017, $4.92 ,407244000
10/23/2017, $4.94 ,428696000
10/20/2017, $4.96 ,451620000
10/19/2017, $4.86 ,570772000
10/18/2017, $4.95 ,567316000
10/17/2017, $4.93 ,478596000
10/16/2017, $4.90 ,576640000
10/13/2017, $4.84 ,628728000
10/12/2017, $4.78 ,528292000
10/11/2017, $4.74 ,529508000
10/10/2017, $4.79 ,974876000
10/9/2017, $4.57 ,563492000
10/6/2017, $4.49 ,318800000
10/5/2017, $4.55 ,437364000
10/4/2017, $4.49 ,427848000
10/3/2017, $4.48 ,390332000
10/2/2017, $4.52 ,503480000
9/29/2017, $4.48 ,619092000
9/28/2017, $4.40 ,435244000
9/27/2017, $4.39 ,713720000
9/26/2017, $4.41 ,1125620000
9/25/2017, $4.44 ,874580000
9/22/2017, $4.51 ,491232000
9/21/2017, $4.54 ,1075600000
9/20/2017, $4.69 ,724920000
9/19/2017, $4.64 ,874280000
9/18/2017, $4.63 ,1684460000
9/15/2017, $4.32 ,1364792000
9/14/2017, $4.22 ,513712000
9/13/2017, $4.21 ,580960000
9/12/2017, $4.25 ,411488000
9/11/2017, $4.14 ,567444000
9/8/2017, $4.15 ,498856000
9/7/2017, $4.16 ,352868000
9/6/2017, $4.18 ,397672000
9/5/2017, $4.21 ,695364000
9/1/2017, $4.25 ,445432000
8/31/2017, $4.16 ,612684000
8/30/2017, $4.14 ,384400000
8/29/2017, $4.06 ,324096000
8/28/2017, $4.11 ,389496000
8/25/2017, $4.15 ,357200000
8/24/2017, $4.18 ,469700000
8/23/2017, $4.03 ,579520000
8/22/2017, $4.01 ,450456000
8/21/2017, $4.06 ,623672000
8/18/2017, $4.09 ,601204000
8/17/2017, $4.12 ,525444000
8/16/2017, $4.19 ,596632000
8/15/2017, $4.22 ,764532000
8/14/2017, $3.99 ,1279020000
8/11/2017, $3.93 ,1497196000
8/10/2017, $4.30 ,1328088000
8/9/2017, $4.21 ,530784000
8/8/2017, $4.35 ,755336000
8/7/2017, $4.21 ,717412000
8/4/2017, $4.19 ,589096000
8/3/2017, $4.11 ,442420000
8/2/2017, $4.14 ,478444000
8/1/2017, $4.05 ,431384000
7/31/2017, $4.12 ,559672000
7/28/2017, $4.01 ,513348000
7/27/2017, $4.21 ,782856000
7/26/2017, $4.19 ,640404000
7/25/2017, $4.13 ,496556000
7/24/2017, $4.21 ,652524000
7/21/2017, $4.17 ,648332000
7/20/2017, $4.15 ,699596000
7/19/2017, $4.16 ,687044000
7/18/2017, $4.04 ,776640000
7/17/2017, $4.16 ,930792000
7/14/2017, $4.03 ,941948000
7/13/2017, $4.08 ,1369132000
7/12/2017, $3.96 ,1145208000
7/11/2017, $3.85 ,757956000
7/10/2017, $3.74 ,958492000
7/7/2017, $3.64 ,654972000
7/6/2017, $3.55 ,746284000
7/5/2017, $3.55 ,820188000
7/3/2017, $3.63 ,709072000
6/30/2017, $3.68 ,731060000
6/29/2017, $3.77 ,1064424000
6/28/2017, $3.73 ,994948000
6/27/2017, $3.79 ,999492000
6/26/2017, $3.88 ,1063960000
6/23/2017, $3.97 ,1088588000
6/22/2017, $4.00 ,469132000
6/21/2017, $3.96 ,682652000
6/20/2017, $3.98 ,1095444000
6/19/2017, $3.84 ,778176000
6/16/2017, $3.82 ,924960000
6/15/2017, $3.67 ,963824000
6/14/2017, $3.79 ,1184640000
6/13/2017, $3.86 ,1672504000
6/12/2017, $3.65 ,1697532000
6/9/2017, $4.12 ,3692928000
6/8/2017, $3.84 ,1161744000
6/7/2017, $3.71 ,612612000
6/6/2017, $3.70 ,758728000
6/5/2017, $3.57 ,817376000
6/2/2017, $3.61 ,487456000
6/1/2017, $3.62 ,503340000
5/31/2017, $3.67 ,887316000
5/30/2017, $3.59 ,989652000
5/26/2017, $3.45 ,779140000
5/25/2017, $3.50 ,608228000
5/24/2017, $3.52 ,815996000
5/23/2017, $3.49 ,681248000
5/22/2017, $3.44 ,836608000
5/19/2017, $3.43 ,1018372000
5/18/2017, $3.24 ,1156032000
5/17/2017, $3.35 ,1271368000
5/16/2017, $3.41 ,1120700000
5/15/2017, $3.24 ,1087540000
5/12/2017, $3.17 ,962620000
5/11/2017, $3.00 ,1939792000
5/10/2017, $2.86 ,2129096000
5/9/2017, $2.58 ,847672000
5/8/2017, $2.61 ,365240000
5/5/2017, $2.58 ,228428000
5/4/2017, $2.61 ,209788000
5/3/2017, $2.58 ,336904000
5/2/2017, $2.64 ,629972000
5/1/2017, $2.62 ,307732000
4/28/2017, $2.63 ,348248000
4/27/2017, $2.61 ,319700000
4/26/2017, $2.63 ,327004000
4/25/2017, $2.59 ,388440000
4/24/2017, $2.57 ,371820000
4/21/2017, $2.52 ,341896000
4/20/2017, $2.51 ,404016000
4/19/2017, $2.50 ,380828000
4/18/2017, $2.47 ,370116000
4/17/2017, $2.40 ,497292000
4/13/2017, $2.41 ,506892000
4/12/2017, $2.45 ,414092000
4/11/2017, $2.41 ,618148000
4/10/2017, $2.51 ,756332000
4/7/2017, $2.53 ,429068000
4/6/2017, $2.51 ,635120000
4/5/2017, $2.50 ,747048000
4/4/2017, $2.59 ,1271280000
4/3/2017, $2.72 ,445232000
3/31/2017, $2.73 ,440808000
3/30/2017, $2.69 ,525532000
3/29/2017, $2.70 ,349992000
3/28/2017, $2.71 ,432444000
3/27/2017, $2.64 ,506644000
3/24/2017, $2.72 ,439500000
3/23/2017, $2.69 ,533940000
3/22/2017, $2.64 ,616764000
3/21/2017, $2.72 ,913484000
3/20/2017, $2.67 ,748568000
3/17/2017, $2.61 ,1119688000
3/16/2017, $2.57 ,523100000
3/15/2017, $2.56 ,615036000
3/14/2017, $2.56 ,522016000
3/13/2017, $2.49 ,774136000
3/10/2017, $2.49 ,499740000
3/9/2017, $2.45 ,478060000
3/8/2017, $2.52 ,638712000
3/7/2017, $2.44 ,603400000
3/6/2017, $2.42 ,883568000
3/3/2017, $2.46 ,864692000
3/2/2017, $2.56 ,754332000
3/1/2017, $2.59 ,504804000
2/28/2017, $2.62 ,625360000
2/27/2017, $2.56 ,715400000
2/24/2017, $2.43 ,1029904000
2/23/2017, $2.64 ,1592888000
2/22/2017, $2.79 ,433772000
2/21/2017, $2.71 ,551952000
2/17/2017, $2.67 ,563740000
2/16/2017, $2.73 ,647176000
2/15/2017, $2.72 ,373020000
2/14/2017, $2.70 ,850632000
2/13/2017, $2.83 ,1180724000
2/10/2017, $3.00 ,1651092000
2/9/2017, $2.97 ,842568000
2/8/2017, $2.96 ,449580000
2/7/2017, $2.97 ,746224000
2/6/2017, $2.85 ,506768000
2/3/2017, $2.89 ,372744000
2/2/2017, $2.83 ,483240000
2/1/2017, $2.76 ,590004000
1/31/2017, $2.72 ,362756000
1/30/2017, $2.77 ,496004000
1/27/2017, $2.75 ,471996000
1/26/2017, $2.70 ,458800000
1/25/2017, $2.73 ,522760000
1/24/2017, $2.64 ,428052000
1/23/2017, $2.60 ,369904000
1/20/2017, $2.65 ,492024000
1/19/2017, $2.58 ,644872000
1/18/2017, $2.51 ,654424000
1/17/2017, $2.58 ,580612000
1/13/2017, $2.59 ,457820000
1/12/2017, $2.61 ,625616000
1/11/2017, $2.65 ,525664000
1/10/2017, $2.70 ,880920000
1/9/2017, $2.59 ,916248000
1/6/2017, $2.57 ,822856000
1/5/2017, $2.61 ,984296000
1/4/2017, $2.59 ,1199220000
1/3/2017, $2.61 ,1501996000
12/30/2016, $2.78 ,1212932000
12/29/2016, $2.62 ,2175368000
12/28/2016, $2.99 ,2295764000
12/27/2016, $2.80 ,1194272000
12/23/2016, $2.66 ,647692000
12/22/2016, $2.67 ,718612000
12/21/2016, $2.64 ,576136000
12/20/2016, $2.61 ,848056000
12/19/2016, $2.49 ,744656000
12/16/2016, $2.50 ,1089528000
12/15/2016, $2.42 ,746548000
12/14/2016, $2.31 ,983980000
12/13/2016, $2.25 ,387796000
12/12/2016, $2.25 ,601332000
12/9/2016, $2.36 ,382312000
12/8/2016, $2.38 ,381544000
12/7/2016, $2.32 ,480804000
12/6/2016, $2.31 ,498796000
12/5/2016, $2.25 ,602284000
12/2/2016, $2.16 ,478292000
12/1/2016, $2.30 ,1035524000
11/30/2016, $2.34 ,440500000
11/29/2016, $2.35 ,444568000
11/28/2016, $2.35 ,278736000
11/25/2016, $2.36 ,195564000
11/23/2016, $2.34 ,443236000
11/22/2016, $2.33 ,330368000
11/21/2016, $2.35 ,436436000
11/18/2016, $2.31 ,576060000
11/17/2016, $2.31 ,832988000
11/16/2016, $2.18 ,987984000
11/15/2016, $2.11 ,626092000
11/14/2016, $2.20 ,1348796000
11/11/2016, $1.99 ,2175344000
11/10/2016, $1.79 ,869280000
11/9/2016, $1.73 ,456532000
11/8/2016, $1.79 ,429884000
11/7/2016, $1.74 ,487580000
11/4/2016, $1.69 ,328780000
11/3/2016, $1.73 ,309664000
11/2/2016, $1.74 ,295848000
11/1/2016, $1.79 ,473224000
10/31/2016, $1.77 ,252388000
10/28/2016, $1.78 ,290856000
10/27/2016, $1.82 ,388664000
10/26/2016, $1.78 ,333792000
10/25/2016, $1.76 ,397460000
10/24/2016, $1.70 ,339836000
10/21/2016, $1.69 ,279508000
10/20/2016, $1.68 ,312084000
10/19/2016, $1.65 ,199060000
10/18/2016, $1.66 ,269372000
10/17/2016, $1.65 ,195328000
10/14/2016, $1.65 ,330636000
10/13/2016, $1.64 ,390116000
10/12/2016, $1.65 ,419920000
10/11/2016, $1.67 ,388540000
10/10/2016, $1.68 ,287876000
10/7/2016, $1.69 ,286260000
10/6/2016, $1.69 ,360212000
10/5/2016, $1.72 ,305440000
10/4/2016, $1.71 ,281624000
10/3/2016, $1.71 ,242596000
9/30/2016, $1.69 ,429932000
9/29/2016, $1.67 ,336684000
9/28/2016, $1.67 ,319788000
9/27/2016, $1.60 ,402752000
9/26/2016, $1.61 ,230040000
9/23/2016, $1.63 ,276132000
9/22/2016, $1.63 ,308732000
9/21/2016, $1.58 ,336212000
9/20/2016, $1.61 ,331112000
9/19/2016, $1.59 ,417128000
9/16/2016, $1.57 ,902444000
9/15/2016, $1.51 ,515212000
9/14/2016, $1.50 ,319048000
9/13/2016, $1.52 ,471768000
9/12/2016, $1.47 ,598260000
9/9/2016, $1.55 ,697760000
9/8/2016, $1.55 ,315808000
9/7/2016, $1.57 ,397988000
9/6/2016, $1.57 ,306812000
9/2/2016, $1.58 ,323148000
9/1/2016, $1.53 ,428492000
8/31/2016, $1.54 ,388544000
8/30/2016, $1.55 ,285544000
8/29/2016, $1.56 ,274652000
8/26/2016, $1.54 ,300024000
8/25/2016, $1.55 ,406032000
8/24/2016, $1.58 ,298448000
8/23/2016, $1.58 ,339764000
8/22/2016, $1.56 ,244748000
8/19/2016, $1.55 ,291560000
8/18/2016, $1.53 ,331684000
8/17/2016, $1.57 ,595212000
8/16/2016, $1.57 ,287652000
8/15/2016, $1.58 ,573304000
8/12/2016, $1.55 ,1425744000
8/11/2016, $1.47 ,681064000
8/10/2016, $1.49 ,375740000
8/9/2016, $1.48 ,372344000
8/8/2016, $1.48 ,305064000
8/5/2016, $1.45 ,371588000
8/4/2016, $1.41 ,272712000
8/3/2016, $1.40 ,299828000
8/2/2016, $1.43 ,282748000
8/1/2016, $1.43 ,301120000
7/29/2016, $1.41 ,409588000
7/28/2016, $1.40 ,221916000
7/27/2016, $1.43 ,446676000
7/26/2016, $1.40 ,514508000
7/25/2016, $1.38 ,312528000
7/22/2016, $1.34 ,315768000
7/21/2016, $1.35 ,361308000
7/20/2016, $1.34 ,296460000
7/19/2016, $1.32 ,382652000
7/18/2016, $1.33 ,252992000
7/15/2016, $1.32 ,428616000
7/14/2016, $1.33 ,316892000
7/13/2016, $1.32 ,324604000
7/12/2016, $1.32 ,436760000
7/11/2016, $1.29 ,448776000
7/8/2016, $1.24 ,481932000
7/7/2016, $1.20 ,395400000
7/6/2016, $1.18 ,273104000
7/5/2016, $1.16 ,371084000
7/1/2016, $1.17 ,218488000
6/30/2016, $1.17 ,430940000
6/29/2016, $1.16 ,318932000
6/28/2016, $1.15 ,381920000
6/27/2016, $1.13 ,449088000
6/24/2016, $1.16 ,1017684000
6/23/2016, $1.19 ,297880000
6/22/2016, $1.18 ,202620000
6/21/2016, $1.19 ,212508000
6/20/2016, $1.19 ,293768000
6/17/2016, $1.19 ,471000000
6/16/2016, $1.18 ,246456000
6/15/2016, $1.18 ,301036000
6/14/2016, $1.17 ,298344000
6/13/2016, $1.16 ,475588000
6/10/2016, $1.17 ,400024000
6/9/2016, $1.15 ,472168000
6/8/2016, $1.16 ,234616000
6/7/2016, $1.16 ,193400000
6/6/2016, $1.17 ,322512000
6/3/2016, $1.17 ,461076000
6/2/2016, $1.18 ,329208000
6/1/2016, $1.16 ,387132000
5/31/2016, $1.15 ,412524000
5/27/2016, $1.14 ,277416000
5/26/2016, $1.13 ,309964000
5/25/2016, $1.14 ,458076000
5/24/2016, $1.11 ,415788000
5/23/2016, $1.11 ,413636000
5/20/2016, $1.10 ,391084000
5/19/2016, $1.08 ,398880000
5/18/2016, $1.05 ,541072000
5/17/2016, $1.05 ,628392000
5/16/2016, $1.02 ,973032000
5/13/2016, $0.98 ,2110256000
5/12/2016, $0.91 ,670540000
5/11/2016, $0.90 ,328176000
5/10/2016, $0.89 ,269676000
5/9/2016, $0.89 ,333336000
5/6/2016, $0.87 ,183240000
5/5/2016, $0.88 ,246884000
5/4/2016, $0.88 ,525764000
5/3/2016, $0.89 ,224024000
5/2/2016, $0.90 ,256076000
4/29/2016, $0.90 ,321904000
4/28/2016, $0.93 ,381224000
4/27/2016, $0.91 ,352396000
4/26/2016, $0.92 ,214536000
4/25/2016, $0.91 ,191972000
4/22/2016, $0.91 ,223540000
4/21/2016, $0.91 ,178280000
4/20/2016, $0.91 ,200172000
4/19/2016, $0.93 ,309152000
4/18/2016, $0.93 ,307320000
4/15/2016, $0.92 ,436972000
4/14/2016, $0.92 ,416564000
4/13/2016, $0.90 ,350716000
4/12/2016, $0.90 ,292764000
4/11/2016, $0.90 ,387524000
4/8/2016, $0.89 ,255936000
4/7/2016, $0.89 ,378104000
4/6/2016, $0.88 ,453376000
4/5/2016, $0.89 ,339568000
4/4/2016, $0.91 ,393940000
4/1/2016, $0.89 ,348292000
3/31/2016, $0.90 ,379884000
3/30/2016, $0.89 ,376700000
3/29/2016, $0.87 ,261812000
3/28/2016, $0.86 ,265388000
3/24/2016, $0.85 ,244956000
3/23/2016, $0.85 ,429008000
3/22/2016, $0.85 ,242012000
3/21/2016, $0.84 ,337780000
3/18/2016, $0.83 ,545512000
3/17/2016, $0.82 ,353680000
3/16/2016, $0.80 ,363644000
3/15/2016, $0.80 ,226216000
3/14/2016, $0.80 ,190312000
3/11/2016, $0.80 ,277400000
3/10/2016, $0.80 ,286084000
3/9/2016, $0.80 ,222788000
3/8/2016, $0.80 ,274940000
3/7/2016, $0.81 ,239968000
3/4/2016, $0.82 ,175304000
3/3/2016, $0.82 ,302004000
3/2/2016, $0.81 ,233812000
3/1/2016, $0.79 ,348700000
2/29/2016, $0.79 ,323344000
2/26/2016, $0.80 ,361964000
2/25/2016, $0.80 ,349616000
2/24/2016, $0.79 ,336852000
2/23/2016, $0.78 ,369380000
2/22/2016, $0.77 ,449668000
2/19/2016, $0.75 ,525628000
2/18/2016, $0.75 ,1068660000
2/17/2016, $0.68 ,771468000
2/16/2016, $0.65 ,485352000
2/12/2016, $0.64 ,340816000
2/11/2016, $0.62 ,340144000
2/10/2016, $0.64 ,335800000
2/9/2016, $0.62 ,425372000
2/8/2016, $0.65 ,608852000
2/5/2016, $0.70 ,600428000
2/4/2016, $0.71 ,348140000
2/3/2016, $0.71 ,326772000
2/2/2016, $0.73 ,341908000
2/1/2016, $0.73 ,289884000
1/29/2016, $0.71 ,310504000
1/28/2016, $0.71 ,276776000
1/27/2016, $0.72 ,231700000
1/26/2016, $0.71 ,227944000
1/25/2016, $0.71 ,270728000
1/22/2016, $0.71 ,257996000
1/21/2016, $0.69 ,481456000
1/20/2016, $0.67 ,481180000
1/19/2016, $0.69 ,457140000
1/15/2016, $0.69 ,841452000
1/14/2016, $0.72 ,600236000
1/13/2016, $0.76 ,481672000
1/12/2016, $0.76 ,469356000
1/11/2016, $0.74 ,409372000
1/8/2016, $0.77 ,398472000
1/7/2016, $0.77 ,645304000
1/6/2016, $0.81 ,449344000
1/5/2016, $0.82 ,490272000
1/4/2016, $0.81 ,358076000
12/31/2015, $0.83 ,148528000
12/30/2015, $0.84 ,180344000
12/29/2015, $0.83 ,203660000
12/28/2015, $0.82 ,142024000
12/24/2015, $0.82 ,52448000
12/23/2015, $0.82 ,122524000
12/22/2015, $0.83 ,130012000
12/21/2015, $0.81 ,284216000
12/18/2015, $0.81 ,395896000
12/17/2015, $0.83 ,254160000
12/16/2015, $0.83 ,236356000
12/15/2015, $0.82 ,307296000
12/14/2015, $0.81 ,275892000
12/11/2015, $0.82 ,227320000
12/10/2015, $0.82 ,236596000
12/9/2015, $0.84 ,372676000
12/8/2015, $0.82 ,314488000
12/7/2015, $0.84 ,333588000
12/4/2015, $0.81 ,458756000
12/3/2015, $0.82 ,246656000
12/2/2015, $0.82 ,294240000
12/1/2015, $0.80 ,409496000
11/30/2015, $0.79 ,327244000
11/27/2015, $0.78 ,86996000
11/25/2015, $0.78 ,138300000
11/24/2015, $0.77 ,195428000
11/23/2015, $0.79 ,242552000
11/20/2015, $0.78 ,239744000
11/19/2015, $0.78 ,254072000
11/18/2015, $0.76 ,350216000
11/17/2015, $0.76 ,257048000
11/16/2015, $0.75 ,344280000
11/13/2015, $0.76 ,292940000
11/12/2015, $0.76 ,291080000
11/11/2015, $0.77 ,619896000
11/10/2015, $0.78 ,552260000
11/9/2015, $0.78 ,492568000
11/6/2015, $0.76 ,1172272000
11/5/2015, $0.70 ,478800000
11/4/2015, $0.71 ,442264000
11/3/2015, $0.71 ,376768000
11/2/2015, $0.71 ,190088000
10/30/2015, $0.70 ,301160000
10/29/2015, $0.71 ,327168000
10/28/2015, $0.72 ,217036000
10/27/2015, $0.71 ,208268000
10/26/2015, $0.72 ,247436000
10/23/2015, $0.72 ,381776000
10/22/2015, $0.69 ,306884000
10/21/2015, $0.70 ,386280000
10/20/2015, $0.69 ,264824000
10/19/2015, $0.70 ,294712000
10/16/2015, $0.69 ,448396000
10/15/2015, $0.69 ,526048000
10/14/2015, $0.66 ,612148000
10/13/2015, $0.65 ,298444000
10/12/2015, $0.65 ,227588000
10/9/2015, $0.65 ,423248000
10/8/2015, $0.65 ,460068000
10/7/2015, $0.65 ,310152000
10/6/2015, $0.63 ,453216000
10/5/2015, $0.62 ,482024000
10/2/2015, $0.60 ,386144000
10/1/2015, $0.62 ,489296000
9/30/2015, $0.60 ,556380000
9/29/2015, $0.59 ,380736000
9/28/2015, $0.59 ,395584000
9/25/2015, $0.59 ,369692000
9/24/2015, $0.57 ,382440000
9/23/2015, $0.57 ,161632000
9/22/2015, $0.58 ,228356000
9/21/2015, $0.58 ,281840000
9/18/2015, $0.57 ,326412000
9/17/2015, $0.59 ,268712000
9/16/2015, $0.57 ,173508000
9/15/2015, $0.57 ,327976000
9/14/2015, $0.57 ,192460000
9/11/2015, $0.56 ,301584000
9/10/2015, $0.55 ,357076000
9/9/2015, $0.57 ,289392000
9/8/2015, $0.56 ,238448000
9/4/2015, $0.55 ,287972000
9/3/2015, $0.56 ,262556000
9/2/2015, $0.55 ,344044000
9/1/2015, $0.55 ,353408000
8/31/2015, $0.57 ,219352000
8/28/2015, $0.57 ,320944000
8/27/2015, $0.55 ,463764000
8/26/2015, $0.52 ,614976000
8/25/2015, $0.54 ,622684000
8/24/2015, $0.51 ,682284000
8/21/2015, $0.55 ,382664000
8/20/2015, $0.57 ,426932000
8/19/2015, $0.58 ,249248000
8/18/2015, $0.58 ,287084000
8/17/2015, $0.59 ,273880000
8/14/2015, $0.59 ,214652000
8/13/2015, $0.59 ,276884000
8/12/2015, $0.58 ,384048000
8/11/2015, $0.59 ,435008000
8/10/2015, $0.57 ,662304000
8/7/2015, $0.56 ,1405248000
8/6/2015, $0.51 ,655676000
8/5/2015, $0.52 ,234628000
8/4/2015, $0.51 ,260100000
8/3/2015, $0.50 ,397132000
7/31/2015, $0.50 ,218340000
7/30/2015, $0.50 ,190180000
7/29/2015, $0.49 ,232680000
7/28/2015, $0.48 ,198308000
7/27/2015, $0.48 ,192420000
7/24/2015, $0.49 ,188844000
7/23/2015, $0.49 ,169916000
7/22/2015, $0.49 ,356472000
7/21/2015, $0.49 ,149720000
7/20/2015, $0.50 ,188412000
7/17/2015, $0.50 ,220372000
7/16/2015, $0.50 ,282848000
7/15/2015, $0.50 ,265732000
7/14/2015, $0.50 ,249216000
7/13/2015, $0.50 ,212472000
7/10/2015, $0.49 ,216708000
7/9/2015, $0.50 ,357588000
7/8/2015, $0.49 ,332492000
7/7/2015, $0.50 ,594252000
7/6/2015, $0.51 ,214776000
7/2/2015, $0.51 ,145764000
7/1/2015, $0.52 ,302892000
6/30/2015, $0.51 ,315916000
6/29/2015, $0.51 ,391724000
6/26/2015, $0.53 ,421296000
6/25/2015, $0.53 ,350460000
6/24/2015, $0.53 ,253368000
6/23/2015, $0.55 ,414064000
6/22/2015, $0.55 ,514236000
6/19/2015, $0.55 ,355656000
6/18/2015, $0.54 ,299404000
6/17/2015, $0.53 ,233544000
6/16/2015, $0.53 ,256892000
6/15/2015, $0.53 ,306548000
6/12/2015, $0.54 ,323728000
6/11/2015, $0.54 ,283052000
6/10/2015, $0.54 ,529460000
6/9/2015, $0.54 ,256888000
6/8/2015, $0.55 ,342812000
6/5/2015, $0.55 ,313320000
6/4/2015, $0.54 ,323712000
6/3/2015, $0.55 ,250788000
6/2/2015, $0.56 ,224304000
6/1/2015, $0.56 ,372660000
5/29/2015, $0.55 ,335168000
5/28/2015, $0.55 ,327656000
5/27/2015, $0.52 ,432332000
5/26/2015, $0.52 ,259732000
5/22/2015, $0.52 ,212592000
5/21/2015, $0.53 ,239692000
5/20/2015, $0.53 ,196824000
5/19/2015, $0.53 ,253808000
5/18/2015, $0.53 ,324972000
5/15/2015, $0.53 ,215824000
5/14/2015, $0.53 ,293052000
5/13/2015, $0.52 ,308524000
5/12/2015, $0.51 ,388800000
5/11/2015, $0.51 ,544144000
5/8/2015, $0.53 ,1146552000
5/7/2015, $0.55 ,534564000
5/6/2015, $0.55 ,316484000
5/5/2015, $0.56 ,292928000
5/4/2015, $0.57 ,200720000
5/1/2015, $0.56 ,256968000
4/30/2015, $0.55 ,218844000
4/29/2015, $0.55 ,195156000
4/28/2015, $0.55 ,234484000
4/27/2015, $0.55 ,248456000
4/24/2015, $0.56 ,240960000
4/23/2015, $0.55 ,259380000
4/22/2015, $0.55 ,207420000
4/21/2015, $0.56 ,230456000
4/20/2015, $0.56 ,231624000
4/17/2015, $0.55 ,293636000
4/16/2015, $0.56 ,155284000
4/15/2015, $0.56 ,243560000
4/14/2015, $0.56 ,220276000
4/13/2015, $0.57 ,236724000
4/10/2015, $0.56 ,258728000
4/9/2015, $0.55 ,379432000
4/8/2015, $0.55 ,366432000
4/7/2015, $0.54 ,413964000
4/6/2015, $0.52 ,515864000
4/2/2015, $0.53 ,192204000
